,symbol,date,coin_name,coin_price,compound_average,positive_average,neutral_average,negative_average
0,BTC,2017-11-01,bitcoin,6737.78,0.050300000000000004,0.06276,0.8988400000000002,0.038400000000000004
1,ETH,2017-11-01,ethereum,289.42,0.048056,0.047319999999999994,0.92804,0.02464
2,XRP,2017-11-01,ripple,0.1903,0.147144,0.0622,0.9345200000000001,0.0032400000000000003
3,BCH,2017-11-01,bitcoin cash,529.88,0.15230800000000003,0.08312000000000001,0.89408,0.0228
4,ADA,2017-11-01,cardano,0.02304,0.14793599999999998,0.09152,0.8959200000000002,0.01256
5,LTC,2017-11-01,litecoin,52.83,0.12211999999999999,0.053239999999999996,0.9438799999999999,0.0028799999999999997
6,XLM,2017-11-01,stellar,0.0273,0.093856,0.10116000000000001,0.8476400000000001,0.0512
7,NEO,2017-11-01,neo,26.87,0.07102400000000002,0.09699999999999999,0.89164,0.0114
8,EOS,2017-11-01,eos,1.05,0.11464,0.0558,0.94164,0.00256
9,XEM,2017-11-01,nem,0.1669,-0.06497599999999999,0.0,0.9682,0.031799999999999995
10,BTC,2017-11-02,bitcoin,7024.81,-0.018143999999999997,0.014119999999999999,0.96984,0.01604
11,ETH,2017-11-02,ethereum,284.92,0.205376,0.14895999999999998,0.8398,0.011240000000000002
12,XRP,2017-11-02,ripple,0.2003,0.005952000000000006,0.05284,0.9132000000000001,0.033999999999999996
13,BCH,2017-11-02,bitcoin cash,562.79,0.06943999999999999,0.10976,0.8388,0.05144
14,ADA,2017-11-02,cardano,0.02129,-0.08696799999999999,0.05116,0.8946000000000001,0.054240000000000003
15,LTC,2017-11-02,litecoin,54.19,0.12683999999999998,0.11696,0.85548,0.02752
16,XLM,2017-11-02,stellar,0.0275,0.08837199999999999,0.06412,0.9102800000000001,0.0256
17,NEO,2017-11-02,neo,24.62,0.020184000000000007,0.049,0.9148800000000001,0.03608
18,EOS,2017-11-02,eos,1.11,0.12444,0.06564,0.9283199999999999,0.00604
19,XEM,2017-11-02,nem,0.1664,-0.0287,0.0,0.9887999999999999,0.011200000000000002
