,symbol,date,coin_name,coin_price,compound_average,positive_average,neutral_average,negative_average
13,BCH,5/10/2017,bitcoin cash,0,0.434972,0.206,0.77356,0.02044
14,ADA,5/10/2017,cardano,0,0.033456,0.05612,0.8896,0.0542
15,LTC,5/10/2017,litecoin,31.28,0.011424,0.04932,0.89844,0.05224
16,XLM,5/10/2017,stellar,0.0322,0.2418,0.119,0.86284,0.0182
17,NEO,5/10/2017,neo,0.4631,0.171564,0.0958,0.89536,0.00884
18,EOS,5/10/2017,eos,0,-0.145928,0.0214,0.90096,0.07764
19,XEM,5/10/2017,nem,0.1106,0.061128,0.0258,0.97004,0.00416
20,BTC,5/11/2017,bitcoin,1819.29,0.167692,0.10816,0.8802,0.01164
21,ETH,5/11/2017,ethereum,88.2,0.083332,0.0404,0.9596,0
22,XRP,5/11/2017,ripple,0.1837,0.014096,0.02956,0.94236,0.02812
23,BCH,5/11/2017,bitcoin cash,0,0.17808,0.10208,0.87248,0.02544
24,ADA,5/11/2017,cardano,0,0.010016,0.01392,0.97536,0.01072
25,LTC,5/11/2017,litecoin,29.88,0.025788,0.0384,0.94552,0.01608
26,XLM,5/11/2017,stellar,0.03681,0.079692,0.04952,0.93752,0.01296
27,NEO,5/11/2017,neo,0.4765,0.0182,0.01776,0.96656,0.01568
28,EOS,5/11/2017,eos,0,0.128824,0.10576,0.83376,0.02048
29,XEM,5/11/2017,nem,0.1101,-0.041864,0.01632,0.9452,0.03848
30,BTC,5/12/2017,bitcoin,1686.39,0.160864,0.11248,0.8686,0.01892
31,ETH,5/12/2017,ethereum,85.15,0.205272,0.12004,0.861,0.01896
32,XRP,5/12/2017,ripple,0.2069,0.139548,0.06904,0.93096,0
33,BCH,5/12/2017,bitcoin cash,0,0.140048,0.08896,0.88784,0.0232
34,ADA,5/12/2017,cardano,0,0.023124,0.02184,0.9686,0.00956
35,LTC,5/12/2017,litecoin,26.76,0.15254,0.07068,0.92296,0.00636
36,XLM,5/12/2017,stellar,0.04099,0.235424,0.12328,0.85492,0.0218
37,NEO,5/12/2017,neo,0.4856,-0.007892,0.02136,0.95176,0.02688
38,EOS,5/12/2017,eos,0,0.078936,0.05668,0.9238,0.0196
39,XEM,5/12/2017,nem,0.1285,-0.009232,0.008,0.97624,0.01576
40,BTC,5/13/2017,bitcoin,1763.74,0.059292,0.10436,0.85816,0.03752
41,ETH,5/13/2017,ethereum,87.96,0.17728,0.08048,0.91952,0
42,XRP,5/13/2017,ripple,0.2102,0.110296,0.07588,0.88876,0.0354
43,BCH,5/13/2017,bitcoin cash,0,0.104728,0.12524,0.81032,0.06448
44,ADA,5/13/2017,cardano,0,-0.119116,0.00632,0.93996,0.05372
45,LTC,5/13/2017,litecoin,28.14,0.065152,0.04468,0.9306,0.02472
46,XLM,5/13/2017,stellar,0.03736,0.259672,0.14524,0.80036,0.05436
47,NEO,5/13/2017,neo,0.4721,0.023344,0.03692,0.95108,0.012
48,EOS,5/13/2017,eos,0,-0.012252,0.03188,0.92772,0.0404
49,XEM,5/13/2017,nem,0.1261,-0.036276,0.00436,0.96648,0.02916
50,BTC,5/14/2017,bitcoin,1772.55,0.248444,0.13988,0.85468,0.00544
51,ETH,5/14/2017,ethereum,88.72,0.069732,0.04388,0.93748,0.01864
52,XRP,5/14/2017,ripple,0.2171,0.044756,0.04836,0.94228,0.00932
53,BCH,5/14/2017,bitcoin cash,0,0.158564,0.08856,0.88776,0.02368
54,ADA,5/14/2017,cardano,0,-0.06578,0.05388,0.76012,0.106
55,LTC,5/14/2017,litecoin,28.07,0.117748,0.09128,0.86408,0.04468
56,XLM,5/14/2017,stellar,0.03835,0.213696,0.13928,0.8084,0.05232
57,NEO,5/14/2017,neo,0.4641,-0.000756,0.00756,0.98828,0.00416
58,EOS,5/14/2017,eos,0,0.006108,0.03808,0.93708,0.02484
59,XEM,5/14/2017,nem,0.1251,-0.02916,0.00652,0.97344,0.02004
60,BTC,5/15/2017,bitcoin,1708.92,0.075888,0.0864,0.8806,0.033
61,ETH,5/15/2017,ethereum,90.32,0.210356,0.09268,0.90372,0.0036
62,XRP,5/15/2017,ripple,0.2631,-0.041648,0.03896,0.92688,0.0342
63,BCH,5/15/2017,bitcoin cash,0,-0.030028,0.04836,0.88996,0.06168
64,ADA,5/15/2017,cardano,0,-0.043124,0.02296,0.95264,0.0244
65,LTC,5/15/2017,litecoin,24.5,0.116776,0.08664,0.88248,0.03088
66,XLM,5/15/2017,stellar,0.04353,0.1349,0.12684,0.83292,0.04024
67,NEO,5/15/2017,neo,0.4609,0.038144,0.02796,0.95444,0.0176
68,EOS,5/15/2017,eos,0,0.003,0.03956,0.92836,0.03208
69,XEM,5/15/2017,nem,0.1163,0.052044,0.01544,0.98456,0
70,BTC,5/16/2017,bitcoin,1729.34,0.09378,0.11792,0.82152,0.06056
71,ETH,5/16/2017,ethereum,87.8,0.063648,0.05496,0.93044,0.0146
72,XRP,5/16/2017,ripple,0.325,-0.048852,0.03684,0.90024,0.06288
73,BCH,5/16/2017,bitcoin cash,0,0.231764,0.10744,0.87212,0.02044
74,ADA,5/16/2017,cardano,0,0.01536,0.01268,0.97776,0.00956
75,LTC,5/16/2017,litecoin,22.83,0.100132,0.07716,0.89956,0.02328
76,XLM,5/16/2017,stellar,0.05,0.295104,0.2022,0.77156,0.0262
77,NEO,5/16/2017,neo,0.4395,0.011816,0.05508,0.85832,0.08668
78,EOS,5/16/2017,eos,0,-0.031268,0.04124,0.91908,0.03968
79,XEM,5/16/2017,nem,0.1025,-0.145516,0.03024,0.90128,0.06812
80,BTC,5/17/2017,bitcoin,1801.3,0.245784,0.1306,0.84288,0.02652
81,ETH,5/17/2017,ethereum,86.98,0.086224,0.05504,0.91816,0.0268
82,XRP,5/17/2017,ripple,0.375,0.048368,0.04012,0.94264,0.01724
83,BCH,5/17/2017,bitcoin cash,0,-0.105808,0.04168,0.85668,0.10164
84,ADA,5/17/2017,cardano,0,0.035024,0.01792,0.9754,0.00668
85,LTC,5/17/2017,litecoin,25.06,0.177108,0.092,0.88644,0.02156
86,XLM,5/17/2017,stellar,0.04898,0.084244,0.06084,0.911,0.02816
87,NEO,5/17/2017,neo,0.4827,0.078972,0.07528,0.9166,0.00812
88,EOS,5/17/2017,eos,0,0.063748,0.1236,0.7812,0.0952
89,XEM,5/17/2017,nem,0.1192,-0.008408,0.00504,0.98576,0.0092
90,BTC,5/18/2017,bitcoin,1880.99,0.193928,0.11232,0.87192,0.01576
91,ETH,5/18/2017,ethereum,95.88,0.067488,0.063,0.91512,0.02192
92,XRP,5/18/2017,ripple,0.3575,0.015536,0.04924,0.9176,0.03316
93,BCH,5/18/2017,bitcoin cash,0,0.150796,0.09392,0.87324,0.03284
94,ADA,5/18/2017,cardano,0,0.011744,0.03116,0.9412,0.02764
95,LTC,5/18/2017,litecoin,27.88,0.134348,0.08096,0.89828,0.02076
96,XLM,5/18/2017,stellar,0.046,0.14648,0.10536,0.85436,0.0402
97,NEO,5/18/2017,neo,0.5424,-0.018276,0.0552,0.90416,0.04068
98,EOS,5/18/2017,eos,0,-0.049076,0.0208,0.93904,0.04016
99,XEM,5/18/2017,nem,0.2159,-0.026084,0.01124,0.97076,0.018
100,BTC,5/19/2017,bitcoin,1962,0.105096,0.08376,0.87144,0.0448
101,ETH,5/19/2017,ethereum,124.38,0.135344,0.08332,0.91148,0.0052
102,XRP,5/19/2017,ripple,0.3224,0.108816,0.11156,0.86632,0.02216
103,BCH,5/19/2017,bitcoin cash,0,0.013032,0.028,0.94044,0.03156
104,ADA,5/19/2017,cardano,0,0.015288,0.04524,0.90748,0.04728
105,LTC,5/19/2017,litecoin,27.27,0.411504,0.19932,0.79608,0.0046
106,XLM,5/19/2017,stellar,0.0525,0.097192,0.09888,0.85768,0.04348
107,NEO,5/19/2017,neo,0.7201,0.077048,0.04684,0.94872,0.00444
108,EOS,5/19/2017,eos,0,0.027152,0.03628,0.9492,0.01452
109,XEM,5/19/2017,nem,0.2141,0.002608,0.01332,0.98184,0.00484
110,BTC,5/20/2017,bitcoin,2040.18,0.095008,0.07684,0.90752,0.01564
111,ETH,5/20/2017,ethereum,123.06,0.096792,0.05732,0.94268,0
112,XRP,5/20/2017,ripple,0.3449,0.239532,0.14512,0.8412,0.01368
113,BCH,5/20/2017,bitcoin cash,0,0.165084,0.07608,0.90704,0.01688
114,ADA,5/20/2017,cardano,0,-0.042136,0,0.97268,0.02732
115,LTC,5/20/2017,litecoin,27.42,0.174028,0.09044,0.90236,0.00716
116,XLM,5/20/2017,stellar,0.0533,0.10904,0.11788,0.82464,0.05748
117,NEO,5/20/2017,neo,0.8524,0.00702,0.01188,0.975,0.01312
118,EOS,5/20/2017,eos,0,0.028124,0.04208,0.93632,0.02164
119,XEM,5/20/2017,nem,0.2222,-0.03644,0.01036,0.96468,0.025
120,BTC,5/21/2017,bitcoin,2044.19,0.149268,0.12548,0.84708,0.0274
121,ETH,5/21/2017,ethereum,148,0.085516,0.05804,0.92548,0.01648
122,XRP,5/21/2017,ripple,0.324,0.101496,0.06832,0.88692,0.00476
123,BCH,5/21/2017,bitcoin cash,0,0.23626,0.113,0.87648,0.01052
124,ADA,5/21/2017,cardano,0,-0.08382,0,0.93876,0.06124
125,LTC,5/21/2017,litecoin,26.02,0.229444,0.13872,0.8582,0.00308
126,XLM,5/21/2017,stellar,0.06,0.156948,0.12544,0.81872,0.0558
127,NEO,5/21/2017,neo,0.9117,0.043808,0.03688,0.96312,0
128,EOS,5/21/2017,eos,0,0.04828,0.03908,0.93576,0.02516
129,XEM,5/21/2017,nem,0.243,0.024096,0.02744,0.95076,0.0218
130,BTC,5/22/2017,bitcoin,2124.41,-0.00326,0.05488,0.89996,0.04516
131,ETH,5/22/2017,ethereum,160.39,0.07458,0.05804,0.92072,0.0212
132,XRP,5/22/2017,ripple,0.2988,0.186228,0.12128,0.86536,0.01332
133,BCH,5/22/2017,bitcoin cash,0,0.123392,0.06432,0.91968,0.016
134,ADA,5/22/2017,cardano,0,-0.006556,0.01072,0.96436,0.02492
135,LTC,5/22/2017,litecoin,24.79,0.003004,0.04608,0.91588,0.03804
136,XLM,5/22/2017,stellar,0.05,0.276932,0.16444,0.8182,0.01736
137,NEO,5/22/2017,neo,0.716,0.07632,0.0346,0.95552,0.00988
138,EOS,5/22/2017,eos,0,-0.082676,0.00364,0.96504,0.03132
139,XEM,5/22/2017,nem,0.2576,-0.057036,0,0.97288,0.02712
140,BTC,5/23/2017,bitcoin,2272.58,0.124708,0.07824,0.89584,0.02592
141,ETH,5/23/2017,ethereum,169.5,0.127444,0.08464,0.89276,0.0226
142,XRP,5/23/2017,ripple,0.3229,0.170748,0.1226,0.8774,0
143,BCH,5/23/2017,bitcoin cash,0,0.06916,0.05576,0.91976,0.02448
144,ADA,5/23/2017,cardano,0,0.037744,0.0162,0.9838,0
145,LTC,5/23/2017,litecoin,31.36,0.096724,0.07036,0.90876,0.02092
146,XLM,5/23/2017,stellar,0.05417,0.128448,0.10036,0.86988,0.02976
147,NEO,5/23/2017,neo,0.7904,-0.020068,0.02976,0.91492,0.05532
148,EOS,5/23/2017,eos,0,0.08434,0.07212,0.88468,0.04316
149,XEM,5/23/2017,nem,0.2641,-0.065264,0.01304,0.95264,0.03432
150,BTC,5/24/2017,bitcoin,2445.28,0.08632,0.09428,0.8828,0.023
151,ETH,5/24/2017,ethereum,193.03,0.063096,0.06956,0.90808,0.02236
152,XRP,5/24/2017,ripple,0.29,0.083264,0.07644,0.91544,0.00812
153,BCH,5/24/2017,bitcoin cash,0,0.077608,0.05068,0.93832,0.011
154,ADA,5/24/2017,cardano,0,-0.049204,0.01376,0.9408,0.04544
155,LTC,5/24/2017,litecoin,34.8,0.140312,0.08944,0.89344,0.01712
156,XLM,5/24/2017,stellar,0.05076,0.044384,0.08484,0.85008,0.06504
157,NEO,5/24/2017,neo,1.54,-0.00072,0.0262,0.89192,0.04188
158,EOS,5/24/2017,eos,0,0.016104,0.043,0.91904,0.038
159,XEM,5/24/2017,nem,0.2611,-0.04736,0,0.97996,0.02004
160,BTC,5/25/2017,bitcoin,2307.22,0.11188,0.07704,0.90608,0.01688
161,ETH,5/25/2017,ethereum,177.33,0.204132,0.11388,0.86836,0.01776
162,XRP,5/25/2017,ripple,0.24,0.144948,0.07868,0.8658,0.01556
163,BCH,5/25/2017,bitcoin cash,0,-0.003364,0.06324,0.85544,0.08132
164,ADA,5/25/2017,cardano,0,0.044572,0.02268,0.93392,0.0034
165,LTC,5/25/2017,litecoin,28.32,0.144352,0.05456,0.94116,0.00428
166,XLM,5/25/2017,stellar,0.04,0.173984,0.12128,0.81848,0.06032
167,NEO,5/25/2017,neo,1.04,-0.006836,0.01204,0.96032,0.02764
168,EOS,5/25/2017,eos,0,-0.003764,0.03464,0.9434,0.02196
169,XEM,5/25/2017,nem,0.207,0.009032,0.01876,0.95876,0.02248
170,BTC,5/26/2017,bitcoin,2244.89,0.096672,0.0816,0.87788,0.04052
171,ETH,5/26/2017,ethereum,162.83,0.144616,0.06592,0.921,0.01304
172,XRP,5/26/2017,ripple,0.276,0.11324,0.06904,0.9224,0.00856
173,BCH,5/26/2017,bitcoin cash,0,0.0264,0.02816,0.95924,0.0126
174,ADA,5/26/2017,cardano,0,0.013916,0.02588,0.96052,0.0136
175,LTC,5/26/2017,litecoin,24.45,0.089108,0.052,0.9412,0.0068
176,XLM,5/26/2017,stellar,0.04091,0.267624,0.12596,0.85376,0.02024
177,NEO,5/26/2017,neo,0.8199,0.044684,0.0696,0.9212,0.0092
178,EOS,5/26/2017,eos,0,0.063064,0.03632,0.95256,0.01112
179,XEM,5/26/2017,nem,0.1869,-0.016796,0,0.99372,0.00628
180,BTC,5/27/2017,bitcoin,2052.43,-0.031824,0.0404,0.9092,0.0504
181,ETH,5/27/2017,ethereum,156.63,0.022644,0.07592,0.866,0.05808
182,XRP,5/27/2017,ripple,0.21,0.091248,0.08744,0.87764,0.03492
183,BCH,5/27/2017,bitcoin cash,0,0.12804,0.0806,0.89464,0.0248
184,ADA,5/27/2017,cardano,0,0.03066,0.02456,0.96184,0.0136
185,LTC,5/27/2017,litecoin,22.83,0.100132,0.06032,0.91588,0.0238
186,XLM,5/27/2017,stellar,0.03206,0.176712,0.11372,0.86364,0.02264
187,NEO,5/27/2017,neo,0.8468,0.0152,0.0232,0.95308,0.02372
188,EOS,5/27/2017,eos,0,0.083288,0.04408,0.9482,0.00768
189,XEM,5/27/2017,nem,0.1954,0.011552,0.01544,0.97004,0.01452
190,BTC,5/28/2017,bitcoin,2189.02,-0.023744,0.04808,0.90484,0.04708
191,ETH,5/28/2017,ethereum,172.86,0.135692,0.0644,0.93124,0.00436
192,XRP,5/28/2017,ripple,0.2281,0.084864,0.09484,0.86732,0.03792
193,BCH,5/28/2017,bitcoin cash,0,0.035776,0.04696,0.92024,0.03284
194,ADA,5/28/2017,cardano,0,-0.0414,0.03512,0.89992,0.06496
195,LTC,5/28/2017,litecoin,23.89,0.0564,0.04388,0.9308,0.02528
196,XLM,5/28/2017,stellar,0.03449,0.198032,0.12836,0.84336,0.02824
197,NEO,5/28/2017,neo,0.8804,-0.01438,0.0222,0.94628,0.03152
198,EOS,5/28/2017,eos,0,0.008336,0.04096,0.9312,0.02784
199,XEM,5/28/2017,nem,0.2067,-0.0507,0.01092,0.9604,0.02868
200,BTC,5/29/2017,bitcoin,2278.21,-0.004256,0.08432,0.84824,0.06756
201,ETH,5/29/2017,ethereum,194.17,0.177016,0.10076,0.88752,0.01172
202,XRP,5/29/2017,ripple,0.2324,0.035588,0.0248,0.96564,0.00956
203,BCH,5/29/2017,bitcoin cash,0,0.106508,0.05332,0.9394,0.00728
204,ADA,5/29/2017,cardano,0,-0.121688,0,0.90392,0.09608
205,LTC,5/29/2017,litecoin,25.33,0.146668,0.08428,0.89652,0.0192
206,XLM,5/29/2017,stellar,0.03611,0.300416,0.18964,0.78024,0.03008
207,NEO,5/29/2017,neo,0.9744,0.025724,0.0176,0.97072,0.01168
208,EOS,5/29/2017,eos,0,-0.027016,0.05884,0.8964,0.04476
209,XEM,5/29/2017,nem,0.2069,-0.00964,0.0094,0.9772,0.0134
210,BTC,5/30/2017,bitcoin,2192.55,0.155336,0.07604,0.90684,0.01712
211,ETH,5/30/2017,ethereum,228.58,0.0631,0.0454,0.93884,0.0158
212,XRP,5/30/2017,ripple,0.2042,0.090472,0.07432,0.89704,0.02864
213,BCH,5/30/2017,bitcoin cash,0,-0.100048,0.06248,0.8182,0.11932
214,ADA,5/30/2017,cardano,0,-0.082784,0,0.92068,0.07932
215,LTC,5/30/2017,litecoin,23.89,0.118952,0.05248,0.9424,0.00512
216,XLM,5/30/2017,stellar,0.03069,0.268456,0.17008,0.78684,0.04308
217,NEO,5/30/2017,neo,0.877,-0.011392,0.0344,0.93012,0.03548
218,EOS,5/30/2017,eos,0,0.134268,0.09456,0.88544,0.02
219,XEM,5/30/2017,nem,0.1832,-0.03552,0,0.9886,0.0114
220,BTC,5/31/2017,bitcoin,2303.34,0.11274,0.08436,0.88616,0.02948
221,ETH,5/31/2017,ethereum,228.64,-0.005028,0.03548,0.9362,0.02832
222,XRP,5/31/2017,ripple,0.2475,0.125188,0.06612,0.93388,0
223,BCH,5/31/2017,bitcoin cash,0,0.031432,0.02152,0.95752,0.02096
224,ADA,5/31/2017,cardano,0,-0.008668,0.01844,0.96216,0.0194
225,LTC,5/31/2017,litecoin,25.91,0.144332,0.1394,0.81924,0.04136
226,XLM,5/31/2017,stellar,0.03337,0.210352,0.16916,0.7598,0.07104
227,NEO,5/31/2017,neo,0.9322,0.046284,0.02776,0.95536,0.01692
228,EOS,5/31/2017,eos,0,0.042572,0.02436,0.96484,0.0108
229,XEM,5/31/2017,nem,0.1992,0.111104,0.06584,0.9294,0.00476
