,symbol,date,coin_name,coin_price,compound_average,positive_average,neutral_average,negative_average
0,BTC,09/16/17,bitcoin,3698.92,0.006188,0.03656,0.913,0.05044
1,ETH,09/16/17,ethereum,254.49,0.056788,0.0546,0.9454,0
2,XRP,09/16/17,ripple,0.1828,0.0493,0.04756,0.92892,0.02352
3,BCH,09/16/17,bitcoin cash,443.21,0.240044,0.09584,0.8932,0.01096
4,ADA,09/16/17,cardano,0,0.047772,0.0152,0.98216,0.00264
5,LTC,09/16/17,litecoin,52.1,0.133036,0.09488,0.88188,0.02324
6,XLM,09/16/17,stellar,0.01188,0.255188,0.13584,0.85936,0.0048
7,NEO,09/16/17,neo,20.62,-0.090404,0.00676,0.96208,0.03116
8,EOS,09/16/17,eos,0.624,-0.080036,0.03212,0.91928,0.0486
9,XEM,09/16/17,nem,0.2123,0.001276,0.01476,0.96784,0.0174
10,BTC,09/17/17,bitcoin,3689.61,0.024648,0.05648,0.90524,0.03832
11,ETH,09/17/17,ethereum,258.4,0.088408,0.07228,0.9032,0.02452
12,XRP,09/17/17,ripple,0.1814,0.118912,0.07836,0.8926,0.02904
13,BCH,09/17/17,bitcoin cash,439.07,0.006152,0.0332,0.94484,0.02196
14,ADA,09/17/17,cardano,0,0.050952,0.017,0.983,0
15,LTC,09/17/17,litecoin,51,0.12552,0.052,0.948,0
16,XLM,09/17/17,stellar,0.01123,0.294276,0.16236,0.82212,0.01552
17,NEO,09/17/17,neo,19.8,0.017784,0.01224,0.98536,0.0024
18,EOS,09/17/17,eos,0.6233,0.05022,0.04752,0.9402,0.01228
19,XEM,09/17/17,nem,0.2156,0.003376,0.01208,0.96968,0.01824
20,BTC,09/18/17,bitcoin,4100.28,0.143808,0.09448,0.87468,0.03088
21,ETH,09/18/17,ethereum,297.53,0.158064,0.07756,0.90876,0.01368
22,XRP,09/18/17,ripple,0.1933,0.02278,0.03908,0.93832,0.0226
23,BCH,09/18/17,bitcoin cash,486.03,0.120036,0.07276,0.91112,0.01612
24,ADA,09/18/17,cardano,0,0.004968,0.0428,0.91672,0.04048
25,LTC,09/18/17,litecoin,56.16,0.193328,0.09356,0.89524,0.0112
