,symbol,date,coin_name,coin_price,compound_average,positive_average,neutral_average,negative_average
0,BTC,2017-12-01,bitcoin,10861.47,0.131696,0.11448,0.8593600000000001,0.026160000000000003
1,ETH,2017-12-01,ethereum,461.58,0.276616,0.13568,0.85432,0.01
2,XRP,2017-12-01,ripple,0.2473,0.16122399999999998,0.07644000000000001,0.85616,0.0274
3,BCH,2017-12-01,bitcoin cash,1426.5,0.12432400000000002,0.062119999999999995,0.90628,0.03156
4,ADA,2017-12-01,cardano,0.1337,0.10914399999999999,0.07256000000000001,0.89708,0.030359999999999995
5,LTC,2017-12-01,litecoin,99.15,0.172632,0.10652,0.8707600000000001,0.02276
6,XLM,2017-12-01,stellar,0.08748,0.293104,0.13156,0.84236,0.026000000000000002
7,NEO,2017-12-01,neo,35.83,0.11756399999999999,0.07892,0.88524,0.035840000000000004
8,EOS,2017-12-01,eos,3.22,0.079828,0.04596,0.94676,0.00728
9,XEM,2017-12-01,nem,0.2383,0.027608,0.02484,0.9419200000000001,0.03324
10,BTC,2017-12-02,bitcoin,10912.73,0.09036799999999999,0.08488,0.87756,0.03752
11,ETH,2017-12-02,ethereum,457.96,0.143224,0.11467999999999998,0.86872,0.0166
12,XRP,2017-12-02,ripple,0.2441,0.09543599999999999,0.0708,0.89324,0.036039999999999996
13,BCH,2017-12-02,bitcoin cash,1390.58,0.112148,0.07512,0.8691600000000002,0.05567999999999999
14,ADA,2017-12-02,cardano,0.1319,0.142408,0.08244,0.8907200000000001,0.026839999999999996
15,LTC,2017-12-02,litecoin,99.32,0.12745625000000002,0.1010625,0.8731875,0.02575
16,XLM,2017-12-02,stellar,0.09321,0.036408,0.12756,0.79444,0.07792
17,NEO,2017-12-02,neo,35.03,0.023156,0.021320000000000002,0.96652,0.012159999999999999
18,EOS,2017-12-02,eos,3.91,0.093268,0.04948,0.9344800000000001,0.01612
19,XEM,2017-12-02,nem,0.2503,0.010224,0.00672,0.9876,0.005679999999999999
20,BTC,2017-12-03,bitcoin,11246.21,0.13782000000000003,0.09519999999999999,0.87992,0.024880000000000003
21,ETH,2017-12-03,ethereum,462.81,0.235316,0.10432000000000001,0.8824000000000001,0.01328
22,XRP,2017-12-03,ripple,0.2449,-0.012320000000000003,0.05444000000000001,0.884,0.06164
23,BCH,2017-12-03,bitcoin cash,1511.46,0.0009240000000000003,0.02736,0.9501599999999999,0.02252
24,ADA,2017-12-03,cardano,0.1318,0.216016,0.06724000000000001,0.92648,0.00624
25,LTC,2017-12-03,litecoin,100.7,0.11808,0.07404,0.9074800000000001,0.01848
26,XLM,2017-12-03,stellar,0.08946,0.44252,0.17128,0.8177600000000002,0.010960000000000001
27,NEO,2017-12-03,neo,36.61,0.07401999999999999,0.06492,0.92648,0.0086
28,EOS,2017-12-03,eos,3.58,0.053856,0.0424,0.94592,0.01164
29,XEM,2017-12-03,nem,0.2704,-0.034136,0.009559999999999999,0.95832,0.032119999999999996
30,BTC,2017-12-04,bitcoin,11623.91,0.11620000000000001,0.07891999999999999,0.8671999999999999,0.0538
31,ETH,2017-12-04,ethereum,466.93,0.11077200000000001,0.04804,0.94204,0.00992
32,XRP,2017-12-04,ripple,0.2462,0.096176,0.06332,0.8547999999999999,0.04188000000000001
33,BCH,2017-12-04,bitcoin cash,1540.7,0.11131600000000001,0.0664,0.8958400000000001,0.0378
34,ADA,2017-12-04,cardano,0.1348,0.023288000000000007,0.02408,0.96832,0.0076
35,LTC,2017-12-04,litecoin,103.87,0.08496521739130436,0.05530434782608696,0.9216086956521741,0.023086956521739133
36,XLM,2017-12-04,stellar,0.09701,0.09259199999999998,0.12635999999999997,0.8122799999999999,0.06128
37,NEO,2017-12-04,neo,41.84,0.07370399999999999,0.06463999999999999,0.9057199999999999,0.029640000000000003
38,EOS,2017-12-04,eos,4.04,0.05423599999999999,0.06276,0.89512,0.04212
39,XEM,2017-12-04,nem,0.2848,0.042868,0.01016,0.986,0.00384
40,BTC,2017-12-05,bitcoin,11667.13,-0.015052000000000001,0.04256,0.9196000000000001,0.037840000000000006
41,ETH,2017-12-05,ethereum,453.96,0.102492,0.04468,0.94084,0.01448
42,XRP,2017-12-05,ripple,0.2337,0.15418800000000002,0.04936,0.93768,0.012999999999999998
43,BCH,2017-12-05,bitcoin cash,1421.42,0.11794,0.08532000000000001,0.86332,0.05135999999999999
44,ADA,2017-12-05,cardano,0.1247,0.12421599999999998,0.07859999999999999,0.8934400000000001,0.027960000000000002
45,LTC,2017-12-05,litecoin,100.49,0.15784,0.12935,0.8498000000000001,0.02085
46,XLM,2017-12-05,stellar,0.1225,0.36141199999999996,0.22208000000000003,0.7472000000000001,0.03072
47,NEO,2017-12-05,neo,38.43,0.016775999999999992,0.03512,0.93628,0.02856
48,EOS,2017-12-05,eos,4.19,0.0409,0.04024,0.95356,0.0062
49,XEM,2017-12-05,nem,0.299,-0.035519999999999996,0.0,0.98832,0.011680000000000001
50,BTC,2017-12-06,bitcoin,13749.57,0.03988799999999999,0.04992,0.91944,0.03064
51,ETH,2017-12-06,ethereum,422.48,0.23230800000000001,0.08356,0.91256,0.00392
52,XRP,2017-12-06,ripple,0.2182,-0.002003999999999997,0.04156000000000001,0.9153200000000001,0.0432
53,BCH,2017-12-06,bitcoin cash,1349.75,0.166248,0.08872000000000002,0.8933599999999999,0.018000000000000002
54,ADA,2017-12-06,cardano,0.1171,0.093968,0.04196,0.94548,0.012559999999999998
55,LTC,2017-12-06,litecoin,98.97,0.20855200000000004,0.12291999999999997,0.86532,0.011760000000000001
56,XLM,2017-12-06,stellar,0.1398,0.15359599999999998,0.15408000000000002,0.8183199999999999,0.02764
57,NEO,2017-12-06,neo,34.79,0.105404,0.0466,0.9475599999999998,0.00584
58,EOS,2017-12-06,eos,4.47,0.08856000000000001,0.0452,0.9325999999999999,0.022240000000000003
59,XEM,2017-12-06,nem,0.3148,-0.015587999999999998,0.00612,0.98708,0.0068000000000000005
60,BTC,2017-12-07,bitcoin,16850.31,0.19314,0.09404,0.87336,0.032600000000000004
61,ETH,2017-12-07,ethereum,421.15,0.180908,0.08476,0.89196,0.023239999999999997
62,XRP,2017-12-07,ripple,0.2035,0.06522399999999999,0.08872,0.8624,0.04884
63,BCH,2017-12-07,bitcoin cash,1230.0,0.20273999999999998,0.12548,0.83284,0.04168
64,ADA,2017-12-07,cardano,0.1016,0.247996,0.09635999999999999,0.8984000000000001,0.00524
65,LTC,2017-12-07,litecoin,96.0,0.340676,0.20435999999999999,0.78276,0.012880000000000003
66,XLM,2017-12-07,stellar,0.126,0.085184,0.08471999999999999,0.85052,0.06476
67,NEO,2017-12-07,neo,34.02,-0.011188000000000002,0.02448,0.95208,0.023440000000000003
68,EOS,2017-12-07,eos,3.89,0.16139199999999998,0.07244,0.92188,0.005640000000000001
69,XEM,2017-12-07,nem,0.2836,-0.02368,0.0,0.98612,0.013879999999999998
70,BTC,2017-12-08,bitcoin,16047.61,0.1498,0.07636000000000001,0.9021600000000001,0.021479999999999996
71,ETH,2017-12-08,ethereum,451.74,0.162016,0.08231999999999999,0.90768,0.01004
72,XRP,2017-12-08,ripple,0.2337,0.089868,0.03736,0.9453600000000002,0.0172
73,BCH,2017-12-08,bitcoin cash,1383.3,0.192232,0.1164,0.8436000000000001,0.03996
74,ADA,2017-12-08,cardano,0.1139,0.05790799999999999,0.03704,0.9474799999999999,0.01544
75,LTC,2017-12-08,litecoin,125.24,0.16065199999999996,0.11432,0.87656,0.00912
76,XLM,2017-12-08,stellar,0.1335,0.418644,0.15548,0.8364,0.00808
77,NEO,2017-12-08,neo,35.24,0.23160799999999998,0.10039999999999999,0.89144,0.00812
78,EOS,2017-12-08,eos,4.22,0.112144,0.07532,0.90744,0.017240000000000002
79,XEM,2017-12-08,nem,0.6417,0.028807999999999997,0.01712,0.9768000000000001,0.0060799999999999995
80,BTC,2017-12-09,bitcoin,14843.42,0.04020800000000002,0.0486,0.90236,0.04904000000000001
81,ETH,2017-12-09,ethereum,472.86,0.096008,0.08535999999999999,0.8473999999999999,0.06724000000000001
82,XRP,2017-12-09,ripple,0.2353,0.15782799999999997,0.06856,0.9233199999999999,0.00812
83,BCH,2017-12-09,bitcoin cash,1369.36,0.21377599999999997,0.12100000000000001,0.86356,0.01544
84,ADA,2017-12-09,cardano,0.118,0.233528,0.12211999999999999,0.86092,0.016960000000000003
85,LTC,2017-12-09,litecoin,155.98,0.27961199999999997,0.14403999999999997,0.84608,0.00988
86,XLM,2017-12-09,stellar,0.1319,0.05019599999999999,0.11847999999999999,0.7813999999999999,0.06008
87,NEO,2017-12-09,neo,35.12,-0.04460000000000001,0.042640000000000004,0.92628,0.031
88,EOS,2017-12-09,eos,3.98,0.126396,0.07448,0.9156,0.00992
89,XEM,2017-12-09,nem,0.4387,-0.022296,0.0,0.9918,0.008199999999999999
90,BTC,2017-12-10,bitcoin,15059.6,-0.0015200000000000103,0.059800000000000006,0.86208,0.07812
91,ETH,2017-12-10,ethereum,436.49,0.18413600000000002,0.06144,0.921,0.01756
92,XRP,2017-12-10,ripple,0.2271,0.208816,0.0858,0.9043199999999999,0.00996
93,BCH,2017-12-10,bitcoin cash,1289.78,0.105556,0.08104000000000001,0.8505999999999999,0.06836
94,ADA,2017-12-10,cardano,0.1084,0.15848000000000004,0.06776,0.9043200000000001,0.027919999999999997
95,LTC,2017-12-10,litecoin,147.84,0.137724,0.09960000000000001,0.8907200000000001,0.00972
96,XLM,2017-12-10,stellar,0.114,0.25338,0.15263999999999997,0.7871199999999999,0.060200000000000004
97,NEO,2017-12-10,neo,32.78,0.010951999999999996,0.02396,0.9312800000000001,0.04476
98,EOS,2017-12-10,eos,3.67,0.09912800000000001,0.11456,0.8663999999999998,0.019039999999999998
